Feature,Instance,X,Y,Weight
B,1379,33.24,4905.21,0.1
B,1380,4317.53,2921.87,0.02
B,1381,3110.33,2871.86,0.08
B,1382,2910.49,4958.64,0.38
B,1383,3822.56,2161.95,0.48
B,1384,4229.54,2347.03,0.01
B,1385,4929.34,2680.73,0.12
B,1386,1670.77,349.18,0.3
B,1387,4728.18,2245.7,0.2
B,1388,1353.82,4078.97,0.02
B,1389,4806.78,1591.46,0.08
B,1390,1918.48,1233.89,0.02
B,1391,4780.9,3522.82,0.02
B,1392,4273.64,4570.91,0.2
B,1393,679.19,1845.56,0.17
B,1394,3626.53,3713.16,0.05
B,1395,3470.04,4081.53,0.22
B,1396,2102.25,681.94,0.04
B,1397,2528.29,1788.23,0.02
B,1398,3351.58,4576.99,0.4
B,1399,4077.77,1391.96,0.27
B,1400,2543.38,3401.5,0.29
B,1401,3398.74,2118.25,0.13
B,1402,4607.48,4299.14,0.05
B,1403,1969.49,2941.22,0.12
B,1404,4815.18,445.96,0.02
B,1405,4860.84,4670.65,0.16
B,1406,2978.56,3441.78,0.12
B,1407,2986.73,3083.64,0.03
B,1408,3140.97,4587.51,0.5
B,1409,3598.22,3339.58,0.02
B,1410,4279.45,1977.0,0.27
B,1411,3535.42,516.37,0.16
B,1412,3876.99,847.81,0.08
B,1413,578.47,988.84,0.2
B,1414,2820.88,2939.94,0.09
B,1415,3894.12,1776.83,0.18
B,1416,1.2,3414.82,0.06
B,1417,4048.08,3516.98,0.13
B,1418,2835.15,2662.64,0.37
B,1419,3915.34,4974.5,0.22
B,1420,2601.42,2737.97,0.05
B,1421,2030.39,3180.57,0.26
B,1422,3852.32,3799.38,0.02
B,1423,1102.97,3660.47,0.31
B,1424,2695.21,4444.65,0.06
B,1425,3647.26,3764.07,0.07
B,1426,978.77,738.19,0.14
B,1427,2112.51,566.38,0.16
B,1428,4866.08,2882.37,0.07
B,1429,3241.26,3759.66,0.25
B,1430,3720.66,980.65,0.3
B,1431,120.33,1875.23,0.07
B,1432,1551.84,3084.0,0.15
B,1433,4669.45,4563.74,0.07
B,1434,4393.7,4469.75,0.01
B,1435,248.49,478.33,0.29
B,1436,672.17,3623.72,0.09
B,1437,738.16,1541.48,0.61
B,1438,4946.61,354.85,0.25
B,1439,1664.05,77.61,0.02
B,1440,4744.84,1918.0,0.19
B,1441,3293.63,3376.23,0.18
B,1442,4292.68,130.04,0.18
B,1443,798.06,4263.01,0.13
B,1444,1302.31,3481.7,0.14
B,1445,3650.89,4952.78,0.16
B,1446,4421.38,155.68,0.11
B,1447,1253.84,1620.77,0.2
B,1448,2617.64,155.15,0.16
B,1449,1628.73,768.32,0.2
B,1450,4129.93,1539.23,0.1
B,1451,4266.78,3225.46,0.19
B,1452,4196.16,3168.93,0.03
B,1453,3091.91,2355.05,0.14
B,1454,0.03,571.02,0.03
B,1455,619.77,4511.24,0.05
B,1456,1218.32,3163.65,0.09
B,1457,4014.82,1802.67,0.02
B,1458,2687.02,1744.1,0.06
B,1459,2582.55,1421.8,0.18
B,1460,2285.94,406.44,0.6
B,1461,3261.43,912.0,0.04
B,1462,818.85,295.71,0.06
B,1463,1056.95,516.49,0.07
B,1464,2369.88,4117.39,0.05
B,1465,3923.85,4791.46,0.03
B,1466,3726.11,895.73,0.64
B,1467,947.68,3205.61,0.16
B,1468,2651.22,68.17,0.1
B,1469,4180.08,1123.75,0.43
B,1470,2038.13,3443.01,0.11
B,1471,4262.98,731.29,0.1
B,1472,2861.93,4139.65,0.35
B,1473,3734.46,1257.73,0.17
B,1474,1140.85,4451.17,0.23
B,1475,3933.75,873.54,0.07
B,1476,2572.61,206.94,0.08
B,1477,3482.38,3723.48,0.12
B,1478,3277.81,3354.78,0.2
B,1479,2406.61,3900.45,0.07
B,1480,2111.99,2575.42,0.15
B,1481,4985.18,882.63,0.2
B,1482,1647.18,828.31,0.2
B,1483,785.13,322.59,0.11
B,1484,2215.97,809.22,0.17
B,1485,4151.44,2618.85,0.24
B,1486,2564.02,1458.79,0.31
B,1487,4383.66,3842.93,0.04
B,1488,1143.46,2530.14,0.05
B,1489,3050.07,1679.2,0.34
B,1490,1561.25,4799.21,0.07
B,1491,4375.63,2918.7,0.06
B,1492,183.64,3050.31,0.09
B,1493,2218.85,3519.17,0.34
B,1494,2413.35,2224.2,0.08
B,1495,4927.8,4296.44,0.02
B,1496,2661.56,279.63,0.32
B,1497,4011.77,4462.71,0.11
B,1498,3457.83,3380.35,0.05
B,1499,4084.11,2033.62,0.13
B,1500,3354.53,3411.87,0.08
B,1501,4041.76,331.64,0.09
B,1502,299.73,1314.9,0.14
B,1503,3309.51,1113.82,0.02
B,1504,823.28,4639.45,0.03
B,1505,2580.02,747.67,0.21
B,1506,304.71,727.41,0.02
B,1507,2339.2,2312.77,0.01
B,1508,3199.79,2066.47,0.2
B,1509,698.99,3596.87,0.07
B,1510,3609.46,2265.96,0.01
B,1511,2909.25,4991.77,0.1
B,1512,881.42,4855.0,0.08
B,1513,4957.29,2284.4,0.02
B,1514,2447.02,4920.95,0.21
B,1515,385.1,2763.11,0.2
B,1516,3446.03,1016.45,0.05
B,1517,3324.67,3149.38,0.14
B,1518,757.45,4044.0,0.63
B,1519,2618.98,3868.75,0.13
B,1520,4740.8,1105.04,0.21
B,1521,2695.9,2773.89,0.17
B,1522,4644.17,4180.13,0.07
B,1523,3991.74,1934.16,0.04
B,1524,2940.43,1699.0,0.1
B,1525,1262.92,1391.36,0.01
B,1526,2681.36,487.25,0.13
B,1527,3424.16,1088.57,0.11
B,1528,502.62,4049.99,0.34
B,1529,4450.22,444.73,0.21
B,1530,1357.61,1025.12,0.05
B,1531,3666.79,902.33,0.18
B,1532,4254.35,4816.91,0.02
B,1533,2301.64,4288.26,0.04
B,1534,2402.73,4189.81,0.06
B,1535,1555.32,4155.79,0.14
B,1536,4447.5,1830.25,0.14
B,1537,3856.07,2504.42,0.06
B,1538,4570.06,135.35,0.07
B,1539,347.6,1701.29,0.14
B,1540,863.26,3023.13,0.07
B,1541,4343.97,748.03,0.08
B,1542,3658.03,3993.74,0.19
B,1543,81.75,2958.78,0.2
B,1544,2592.29,2236.1,0.38
B,1545,2646.77,1707.46,0.02
B,1546,4593.78,2174.25,0.37
B,1547,2511.14,3715.68,0.2
B,1548,2438.24,1793.57,0.25
B,1549,3519.54,4827.26,0.62
B,1550,1878.48,4703.48,0.04
B,1551,4531.43,3750.61,0.01
B,1552,143.68,2107.13,0.16
B,1553,1943.86,851.11,0.29
B,1554,1631.18,919.74,0.18
B,1555,1518.51,367.26,0.04
B,1556,3702.39,2748.93,0.01
B,1557,4581.46,3334.47,0.1
B,1558,1681.15,2918.77,0.11
B,1559,2244.3,260.62,0.03
B,1560,4735.16,4342.87,0.04
B,1561,1695.96,166.63,0.16
B,1562,1543.05,4847.86,0.17
B,1563,4562.01,2273.25,0.34
B,1564,4319.11,140.39,0.06
B,1565,66.18,2776.49,0.05
B,1566,1615.81,520.34,0.21
B,1567,4822.81,1159.78,0.25
B,1568,3491.71,593.35,0.18
B,1569,604.35,1550.9,0.09
B,1570,2049.87,4230.64,0.25
B,1571,1327.6,1672.55,0.21
B,1572,717.59,2279.51,0.11
B,1573,3005.07,1844.85,0.2
B,1574,2592.78,4176.67,0.2
B,1575,2034.53,4519.48,0.21
B,1576,4549.27,3258.92,0.22
B,1577,92.1,2535.62,0.08
B,1578,3007.52,4364.8,0.19
B,1579,2207.57,295.82,0.03
B,1580,2545.12,4670.62,0.27
B,1581,1532.01,1490.79,0.06
B,1582,853.56,3742.02,0.2
B,1583,3751.45,3182.06,0.2
B,1584,2926.12,3421.68,0.2
B,1585,4842.77,1087.8,0.16
B,1586,2314.42,693.41,0.07
B,1587,3210.74,504.52,0.05
B,1588,3015.27,23.41,0.34
B,1589,4449.03,4263.54,0.28
B,1590,1842.79,2717.16,0.3
B,1591,4680.46,142.44,0.1
B,1592,3105.86,546.7,0.23
B,1593,3227.22,3356.89,0.12
B,1594,428.24,2287.19,0.56
B,1595,3152.26,4126.91,0.48
B,1596,3385.78,308.53,0.32
B,1597,4005.78,2379.26,0.09
B,1598,2698.63,4836.81,0.03
B,1599,818.99,1975.57,0.19
B,1600,3528.06,4823.01,0.12
B,1601,3918.73,4171.1,0.01
B,1602,4333.9,946.73,0.2
B,1603,2205.06,3855.86,0.01
B,1604,48.18,4587.57,0.03
B,1605,4520.35,2984.11,0.11
B,1606,4915.76,2944.03,0.06
B,1607,3453.02,4827.95,0.17
B,1608,4990.15,1389.57,0.11
B,1609,3384.93,306.86,0.14
B,1610,514.8,394.56,0.06
B,1611,2753.81,638.94,0.04
B,1612,269.42,715.86,0.16
B,1613,2702.01,2005.89,0.21
B,1614,1687.62,831.49,0.24
B,1615,2805.89,3178.46,0.11
B,1616,4204.42,2473.46,0.2
B,1617,735.48,2019.78,0.04
B,1618,3798.44,509.36,0.21
B,1619,808.54,2159.12,0.03
B,1620,3341.64,4371.36,0.08
B,1621,3308.71,840.67,0.16
B,1622,2766.83,168.16,0.18
B,1623,4211.14,441.75,0.16
B,1624,1855.51,4177.83,0.08
B,1625,2389.1,1309.07,0.47
B,1626,1451.88,512.13,0.09
B,1627,1460.78,3133.5,0.23
B,1628,2069.2,3279.79,0.2
B,1629,3901.68,3618.04,0.2
B,1630,3244.72,199.17,0.2
B,1631,2168.24,4216.69,0.01
B,1632,1781.68,1341.89,0.21
B,1633,3779.69,2442.3,0.08
B,1634,2208.55,1433.24,0.08
B,1635,1029.51,4480.79,0.14
B,1636,581.02,1225.81,0.01
B,1637,1965.22,1143.43,0.2
B,1638,2085.84,1913.14,0.03
B,1639,2872.1,101.26,0.02
B,1640,1504.72,2260.26,0.41
B,1641,150.38,2509.79,0.22
B,1642,3442.38,1496.82,0.01
B,1643,1726.58,3692.28,0.09
B,1644,1012.69,2601.97,0.04
B,1645,4950.59,518.65,0.03
B,1646,1607.68,2190.5,0.52
B,1647,3914.4,3142.47,0.2
B,1648,2203.13,4092.02,0.59
B,1649,4058.99,1424.94,0.08
B,1650,1388.47,1768.84,0.13
B,1651,3233.2,422.26,0.07
B,1652,3148.32,2908.31,0.39
B,1653,728.04,226.07,0.2
B,1654,3546.91,317.34,0.13
B,1655,1047.66,156.05,0.09
B,1656,407.69,3800.42,0.22
B,1657,2113.32,984.46,0.34
B,1658,48.79,4658.44,0.15
B,1659,774.31,284.86,0.07
B,1660,4615.31,87.41,0.48
B,1661,1429.61,4606.58,0.22
B,1662,1482.66,510.87,0.06
B,1663,2873.12,3390.52,0.16
B,1664,2311.41,3822.76,0.39
B,1665,3940.31,2993.83,0.14
B,1666,2854.15,1447.16,0.04
B,1667,3712.79,4735.87,0.06
B,1668,4027.05,4728.12,0.3
B,1669,4361.48,534.07,0.06
B,1670,768.78,1500.52,0.09
B,1671,145.37,695.35,0.22
B,1672,1554.31,4794.53,0.05
B,1673,110.96,2807.25,0.2
B,1674,77.18,2929.94,0.11
B,1675,3093.68,2544.69,0.2
B,1676,3317.7,3774.13,0.29
B,1677,1809.63,1301.06,0.03
B,1678,339.23,3626.63,0.09
B,1679,3939.61,2637.45,0.16
B,1680,35.2,2337.52,0.03
B,1681,2914.66,4724.16,0.01
B,1682,1377.04,3053.83,0.2
B,1683,2301.9,3960.53,0.11
B,1684,87.63,2377.45,0.27
B,1685,1957.41,320.67,0.14
B,1686,296.96,240.24,0.2
B,1687,4516.08,3114.79,0.03
B,1688,4942.04,734.27,0.07
B,1689,3052.26,1688.12,0.09
B,1690,399.91,65.86,0.23
B,1691,3313.35,4381.47,0.01
B,1692,729.08,1395.62,0.26
B,1693,4676.12,4080.02,0.09
B,1694,4637.53,2411.74,0.23
B,1695,4396.64,400.43,0.26
B,1696,788.51,1724.03,0.13
B,1697,498.88,3431.26,0.05
B,1698,3585.86,421.21,0.02
B,1699,4318.31,3500.48,0.02
B,1700,2492.63,1150.43,0.14
B,1701,2719.62,2699.72,0.08
B,1702,972.53,2773.0,0.17
B,1703,2247.72,3077.46,0.05
B,1704,4258.05,3694.84,0.18
B,1705,1359.02,4604.96,0.2
B,1706,574.37,2251.49,0.01
B,1707,2237.54,4969.33,0.52
B,1708,4024.17,3533.18,0.17
B,1709,3995.08,4981.42,0.13
B,1710,3377.71,3221.88,0.03
B,1711,4323.0,2675.89,0.02
B,1712,2980.81,1556.98,0.12
B,1713,4532.16,3572.93,0.2
B,1714,4741.37,1084.82,0.09
B,1715,4528.93,4520.83,0.17
B,1716,1415.96,4551.78,0.09
B,1717,4195.49,4249.48,0.06
B,1718,2346.24,613.62,0.08
B,1719,3408.95,2956.08,0.42
B,1720,4147.9,1598.66,0.21
B,1721,4821.97,942.69,0.13
B,1722,1052.72,4791.68,0.2
B,1723,4826.06,3537.02,0.09
B,1724,4486.49,529.54,0.14
B,1725,4407.09,52.68,0.1
B,1726,1426.13,4336.89,0.14
B,1727,122.77,4270.76,0.23
B,1728,1827.43,43.73,0.06
B,1729,4718.92,4415.54,0.02
B,1730,3240.84,3674.79,0.02
B,1731,3336.1,3173.23,0.31
B,1732,4165.91,1838.19,0.05
B,1733,3189.0,1022.59,0.06
B,1734,3055.99,2988.05,0.08
B,1735,2623.09,3410.55,0.2
B,1736,124.24,1039.0,0.04
B,1737,833.52,1779.05,0.05
B,1738,3399.9,3380.31,0.2
B,1739,1623.17,3189.13,0.26
B,1740,1730.93,995.14,0.26
B,1741,4086.44,4211.82,0.14
B,1742,1677.73,4476.25,0.1
B,1743,3094.7,2079.07,0.01
B,1744,4429.01,4924.74,0.14
B,1745,2422.06,2302.52,0.17
B,1746,894.71,3993.4,0.35
B,1747,4715.24,473.11,0.2
B,1748,3262.56,1648.74,0.08
B,1749,1776.79,4214.53,0.07
B,1750,1602.67,3803.47,0.1
B,1751,481.03,1498.44,0.17
B,1752,2906.45,996.54,0.01
B,1753,4928.44,387.13,0.7
B,1754,3503.37,3343.72,0.1
B,1755,870.86,3447.12,0.1
B,1756,3420.55,1529.79,0.02
B,1757,2684.62,2245.7,0.03
B,1758,4588.34,4124.28,0.34
B,1759,1495.5,4689.65,0.12
B,1760,3743.49,1109.93,0.11
B,1761,1593.57,3131.26,0.04
B,1762,566.0,320.57,0.02
B,1763,2515.84,1130.83,0.07
B,1764,1323.76,360.41,0.07
B,1765,3516.49,1751.16,0.15
B,1766,1603.52,2408.64,0.07
B,1767,1586.46,2927.45,0.16
B,1768,514.11,2588.01,0.7
B,1769,1305.37,681.2,0.02
B,1770,4547.81,2707.56,0.36
B,1771,3575.7,1085.3,0.49
B,1772,4053.88,3974.94,0.06
B,1773,3881.97,4364.92,0.23
B,1774,1308.79,2469.54,0.11
B,1775,884.77,4138.28,0.11
B,1776,153.25,2087.14,0.18
B,1777,471.04,492.74,0.25
B,1778,2209.9,2349.77,0.2
B,1779,932.44,2585.88,0.09
B,1780,3480.69,3797.61,0.17
B,1781,4063.37,3142.96,0.2
B,1782,4827.22,4119.7,0.19
B,1783,1843.6,1011.91,0.11
B,1784,4943.33,4757.16,0.01
B,1785,1731.58,2000.34,0.03
B,1786,2818.91,814.3,0.08
B,1787,141.84,1035.93,0.2
B,1788,2534.23,508.28,0.09
B,1789,4077.38,1591.06,0.42
B,1790,1438.61,3150.92,0.07
B,1791,4822.05,3854.22,0.06
B,1792,4475.64,4378.21,0.05
B,1793,1597.91,4516.38,0.04
B,1794,1937.6,1093.72,0.04
B,1795,717.55,3164.34,0.12
B,1796,1655.56,3719.49,0.03
B,1797,2200.51,750.2,0.4
B,1798,3644.19,432.74,0.13
B,1799,1258.07,4934.18,0.2
B,1800,2131.33,2870.05,0.08
B,1801,4421.59,1551.62,0.02
B,1802,737.96,3884.43,0.2
B,1803,1319.37,4338.94,0.02
B,1804,1945.29,4435.12,0.77
B,1805,2958.5,1701.62,0.05
B,1806,3272.4,4341.38,0.21
B,1807,1147.28,329.77,0.02
B,1808,3975.56,209.16,0.17
B,1809,3667.32,449.01,0.2
B,1810,2521.79,2327.22,0.2
B,1811,4074.32,3849.61,0.1
B,1812,4039.61,3567.25,0.14
B,1813,344.77,4099.42,0.04
B,1814,3613.8,4391.64,0.13
B,1815,2391.74,2101.49,0.34
B,1816,4250.21,4143.19,0.11
B,1817,4459.72,3568.55,0.01
B,1818,3729.33,3270.42,0.27
B,1819,3116.26,591.21,0.1
B,1820,3058.84,2258.97,0.02
B,1821,2571.09,2502.48,0.33
B,1822,3135.21,4015.93,0.07
B,1823,4891.94,2314.18,0.1
B,1824,2572.21,1870.74,0.07
B,1825,1774.64,3435.03,0.2
B,1826,1765.43,809.06,0.12
B,1827,2412.4,4804.11,0.17
B,1828,3795.74,571.98,0.11
B,1829,2512.01,2170.71,0.07
B,1830,3539.66,2219.95,0.03
B,1831,725.15,2553.66,0.4
B,1832,2043.38,857.01,0.06
B,1833,2451.41,4129.21,0.12
B,1834,4881.66,2578.72,0.12
B,1835,1600.43,705.14,0.1
B,1836,2092.9,3076.1,0.07
B,1837,2390.17,262.82,0.16
B,1838,4756.13,1571.84,0.37
B,1839,714.4,23.68,0.1
B,1840,3675.31,3030.59,0.05
B,1841,1527.21,1743.06,0.2
B,1842,2617.0,3956.71,0.2
B,1843,336.07,3441.14,0.08
B,1844,1730.8,4655.61,0.03
B,1845,4772.81,3157.35,0.04
B,1846,758.41,945.55,0.02
B,1847,2051.56,838.89,0.07
B,1848,1533.82,17.43,0.07
B,1849,459.1,2278.2,0.16
B,1850,1564.52,762.73,0.2
B,1851,2432.52,4993.49,0.12
B,1852,270.3,1069.5,0.05
B,1853,1342.13,3689.32,0.03
B,1854,3418.89,2149.58,0.15
B,1855,47.98,2223.9,0.01
B,1856,4857.58,2488.33,0.38
B,1857,3495.41,509.06,0.12
B,1858,692.73,3982.09,0.06
B,1859,4936.66,3086.67,0.08
B,1860,520.94,4010.27,0.1
B,1861,2398.41,226.05,0.01
B,1862,2805.91,3443.08,0.2
B,1863,4946.73,1147.35,0.26
B,1864,1024.54,1551.28,0.08
B,1865,3729.0,4738.7,0.02
B,1866,1112.74,3436.2,0.21
B,1867,3459.16,2912.57,0.03
B,1868,598.07,1533.73,0.06
B,1869,1472.75,1547.5,0.18
B,1870,2614.58,1646.74,0.07
B,1871,22.25,4581.22,0.04
B,1872,4607.63,2548.92,0.01
B,1873,3299.77,3270.08,0.15
B,1874,2450.14,1542.5,0.12
B,1875,146.16,2551.73,0.02
B,1876,80.78,2372.43,0.09
B,1877,1757.26,2554.25,0.13
B,1878,3364.32,2206.47,0.16
B,1879,2187.58,1827.22,0.02
B,1880,1122.77,194.78,0.94
B,1881,2664.78,1867.61,0.06
B,1882,3420.58,309.28,0.02
B,1883,1111.16,1421.38,0.06
B,1884,4029.17,582.83,0.04
B,1885,4910.99,4159.01,0.06
B,1886,2509.34,3389.16,0.08
B,1887,472.09,3874.2,0.1
B,1888,3988.02,2817.19,0.06
B,1889,618.42,256.99,0.06
B,1890,143.31,1676.65,0.21
B,1891,3697.21,4482.04,0.02
B,1892,1405.12,1177.27,0.44
B,1893,4657.92,3740.31,0.22
B,1894,1678.94,904.92,0.01
B,1895,4548.25,3391.6,0.08
B,1896,4346.15,4645.53,0.2
B,1897,424.73,2419.8,0.05
B,1898,3981.96,3154.64,0.14
B,1899,1160.64,4298.35,0.3
B,1900,1437.75,1878.39,0.04
B,1901,4240.91,1867.31,0.04
B,1902,1631.51,987.15,0.2
B,1903,42.39,1691.62,0.05
B,1904,1900.34,2883.06,0.14
B,1905,3566.23,547.13,0.33
B,1906,1588.05,1930.59,0.08
B,1907,1683.92,4446.13,0.25
B,1908,1497.56,3182.74,0.14
B,1909,462.49,2243.31,0.17
B,1910,651.36,2370.85,0.1
B,1911,4742.44,3124.25,0.04
B,1912,1034.58,1519.39,0.02
B,1913,4812.86,2863.81,0.07
B,1914,2964.43,3052.29,0.04
B,1915,4892.23,833.38,0.04
B,1916,1656.55,1320.07,0.21
B,1917,3819.24,3264.91,0.12
B,1918,2435.73,1829.91,0.2
B,1919,2850.53,417.97,0.05
B,1920,1134.88,2966.3,0.01
B,1921,1839.97,3795.87,0.35
B,1922,2338.68,4001.11,0.16
B,1923,1803.55,2415.56,0.55
B,1924,2961.61,978.6,0.03
B,1925,922.24,799.22,0.07
B,1926,2692.15,3917.33,0.2
B,1927,3646.99,4066.9,0.14
B,1928,2135.95,1116.66,0.07
B,1929,832.72,112.12,0.02
B,1930,1174.29,2178.58,0.1
B,1931,3727.19,3848.04,0.1
B,1932,2990.83,2732.85,0.01
B,1933,3890.58,267.97,0.09
B,1934,3111.35,3419.0,0.19
B,1935,2010.39,4667.66,0.07
B,1936,332.21,44.53,0.07
B,1937,1108.42,2685.06,0.02
B,1938,530.88,946.57,0.2
B,1939,785.57,2033.47,0.07
B,1940,4715.83,2397.3,0.04
B,1941,4902.2,1985.83,0.31
B,1942,2130.06,4093.01,0.05
B,1943,3141.23,2739.22,0.09
B,1944,2673.09,4752.34,0.03
B,1945,1128.96,1319.07,0.26
B,1946,997.18,2738.41,0.12
B,1947,4243.68,3956.31,0.01
B,1948,4239.11,2991.93,0.33
B,1949,805.04,4605.83,0.02
B,1950,110.53,1535.58,0.08
B,1951,4304.22,4542.61,0.02
B,1952,3968.21,1254.58,0.12
B,1953,467.01,2647.62,0.11
B,1954,2808.91,961.93,0.2
B,1955,3536.02,1189.38,0.1
B,1956,331.09,3799.25,0.05
B,1957,396.29,3777.0,0.19
B,1958,2276.38,1741.37,0.26
B,1959,1717.99,3897.82,0.2
B,1960,4591.62,1151.37,0.32
B,1961,2594.89,3359.01,0.02
B,1962,2290.04,691.32,0.67
B,1963,3670.48,2593.79,0.19
B,1964,800.85,2152.12,0.08
B,1965,3445.95,2538.95,0.09
B,1966,141.53,1179.74,0.2
B,1967,1922.94,3180.25,0.1
B,1968,3093.08,359.59,0.01
B,1969,3017.62,875.48,0.03
B,1970,3626.0,493.61,0.07
B,1971,4930.31,1711.15,0.09
B,1972,1216.32,4939.58,0.38
B,1973,987.98,2197.93,0.21
B,1974,2342.13,466.68,0.04
B,1975,1679.93,2497.74,0.02
B,1976,1273.94,1907.23,0.02
B,1977,14.21,3959.16,0.22
B,1978,3940.69,945.21,0.1
B,1979,2252.57,3276.89,0.2
B,1980,2584.1,2873.22,0.17
B,1981,1846.77,656.8,0.26
B,1982,2515.99,997.07,0.24
B,1983,1047.86,4151.36,0.02
B,1984,1876.31,2216.03,0.13
B,1985,683.92,1916.79,0.2
B,1986,3723.75,842.51,0.08
B,1987,271.82,4098.01,0.29
B,1988,1221.06,883.74,0.01
B,1989,2142.69,2350.46,0.17
B,1990,4703.33,1472.54,0.14
B,1991,251.67,334.17,0.04
B,1992,472.19,948.2,0.2
B,1993,1265.02,3234.3,0.01
B,1994,1165.52,2963.78,0.2
B,1995,4239.56,2147.87,0.25
B,1996,3107.02,4740.72,0.24
B,1997,3291.38,752.78,0.24
B,1998,3646.84,4273.51,0.1
B,1999,4195.16,219.25,0.64
B,2000,3891.72,1836.63,0.01
B,2001,321.62,126.09,0.45
B,2002,4782.76,4763.14,0.09
B,2003,3773.99,431.43,0.02
B,2004,1635.41,916.21,0.11
B,2005,2738.1,3056.96,0.17
B,2006,3802.52,4902.1,0.08
B,2007,3573.56,1111.56,0.09
B,2008,2621.55,1512.6,0.03
B,2009,184.61,1567.79,0.01
B,2010,4732.05,2813.56,0.08
B,2011,2985.83,3912.53,0.06
B,2012,2976.47,3536.05,0.11
B,2013,3809.77,3983.03,0.15
B,2014,2551.13,4519.04,0.18
B,2015,451.17,1947.55,0.19
B,2016,1688.57,1923.44,0.07
B,2017,3458.74,2866.71,0.11
B,2018,1150.93,125.57,0.04
B,2019,551.4,709.05,0.03
B,2020,2174.21,833.59,0.24
B,2021,1598.89,249.32,0.08
B,2022,225.68,1182.61,0.44
B,2023,3345.35,3204.92,0.19
B,2024,1167.16,2179.82,0.18
B,2025,3131.23,2134.24,0.06
B,2026,4088.9,2627.38,0.12
B,2027,487.2,1078.16,0.22
B,2028,3850.79,1409.09,0.16
B,2029,2149.62,1246.72,0.06
B,2030,953.37,4790.96,0.08
B,2031,2880.3,2116.38,0.03
B,2032,465.04,790.55,0.12
B,2033,1368.38,1879.08,0.2
B,2034,1443.36,706.85,0.16
B,2035,4960.63,2495.98,0.03
B,2036,961.2,4475.56,0.5
B,2037,4393.58,3898.47,0.15
B,2038,1214.67,2736.52,0.2
B,2039,3686.85,1793.86,0.03
B,2040,190.69,604.84,0.07
B,2041,2815.87,371.31,0.19
B,2042,1387.81,3316.93,0.08
B,2043,2858.65,4061.2,0.05
B,2044,1436.24,2380.58,0.02
B,2045,4015.91,4741.84,0.04
B,2046,2975.95,4304.69,0.05
B,2047,4755.67,2383.24,0.07
B,2048,2953.29,4482.51,0.16
B,2049,4784.27,4435.13,0.12
B,2050,4814.22,1466.28,0.05
B,2051,1761.56,460.31,0.16
B,2052,2219.19,635.24,0.2
B,2053,1173.04,4613.34,0.13
B,2054,3233.79,1588.73,0.04
B,2055,4863.49,1114.27,0.43
B,2056,2722.23,355.76,0.04
B,2057,1056.03,348.53,0.09
B,2058,1975.1,2508.98,0.04
B,2059,728.56,2148.11,0.06
B,2060,2931.9,2307.19,0.3
B,2061,442.84,4062.78,0.15
B,2062,1690.94,218.79,0.12
B,2063,4520.03,1656.51,0.01
B,2064,4719.89,2010.34,0.07
B,2065,945.18,1732.16,0.2
B,2066,2952.24,4251.72,0.25
B,2067,1979.64,3724.41,0.26
B,2068,3843.28,2355.56,0.23
B,2069,3152.13,752.57,0.06
B,2070,2143.89,3245.31,0.09
B,2071,827.4,4847.51,0.04
B,2072,2517.09,2901.64,0.07
B,2073,2019.61,2620.19,0.11
B,2074,3248.66,4407.14,0.66
B,2075,408.15,444.31,0.56
B,2076,3753.95,2636.16,0.39
B,2077,1503.23,2507.04,0.26
B,2078,1023.44,2698.79,0.03
B,2079,3769.37,2000.39,0.05
B,2080,1115.21,4516.53,0.04
B,2081,4893.44,1223.45,0.13
B,2082,643.56,3131.33,0.2
B,2083,3162.03,3470.51,0.14
B,2084,3376.12,2331.61,0.03
B,2085,1505.25,4619.53,0.34
B,2086,4356.86,4976.0,0.02
B,2087,4.23,4686.59,0.29
B,2088,1479.78,595.33,0.63
B,2089,1545.69,3789.3,0.11
B,2090,3199.19,1899.85,0.15
B,2091,3407.85,312.75,0.05
B,2092,1602.19,500.87,0.29
B,2093,2978.22,316.08,0.2
B,2094,2748.49,4472.6,0.36
B,2095,2700.97,1144.5,0.07
B,2096,3586.19,1151.73,0.14
B,2097,4637.35,2627.36,0.17
B,2098,3351.87,4603.95,0.1
B,2099,4203.95,4385.77,0.22
B,2100,4739.61,3549.1,0.03
B,2101,4244.06,917.05,0.01
B,2102,2901.89,788.61,0.17
B,2103,1087.45,3777.95,0.23
B,2104,2631.94,1816.64,0.24
B,2105,1027.25,428.11,0.19
B,2106,1153.1,4980.07,0.22
B,2107,3801.21,4215.37,0.14
B,2108,1108.67,4580.69,0.14
B,2109,4621.26,142.69,0.04
B,2110,153.11,2845.95,0.14
B,2111,722.02,3903.52,0.02
B,2112,4630.64,360.75,0.05
B,2113,1033.34,3205.12,0.13
B,2114,338.64,2376.86,0.17
B,2115,1334.72,1875.83,0.18
B,2116,1391.38,2159.92,0.33
B,2117,4049.69,4650.09,0.06
B,2118,2655.79,2490.81,0.53
B,2119,2410.86,813.58,0.04
B,2120,4413.42,4200.27,0.28
B,2121,2684.15,931.85,0.11
B,2122,3445.35,2272.86,0.08
B,2123,4991.4,3606.13,0.1
B,2124,2350.53,421.99,0.08
B,2125,1518.69,3771.18,0.02
B,2126,4982.69,4061.26,0.02
B,2127,4232.65,1893.66,0.04
B,2128,2827.08,340.54,0.19
B,2129,1286.41,2541.14,0.15
B,2130,4755.27,2882.33,0.13
