Feature,Instance,LocX,LocY,Checkin
A,12235,879348.91,13342522.99,0.6111289568243725
A,12236,771227.81,13576900.32,0.03027067489404733
A,12237,792344.72,13375753.12,0.6619379696024562
A,12238,791757.65,13378456.22,0.19935234583034334
A,12239,791891.46,13378714.61,0.9062131361047316
A,12240,792266.93,13379010.87,0.7988465731977437
A,12241,792832.18,13378993.05,0.7586558497659782
A,12242,792331.24,13380780.63,0.3114094997750101
A,12243,791585.47,13382724.14,0.5930181239813622
A,12244,792667.28,13382974.74,0.7381793313204076
A,12245,792559.42,13383601.79,0.9944936153980356
A,12246,791243.16,13374295.21,0.4492255559344336
A,12247,791411.2,13376208.65,0.15802443411926792
A,12248,791299.17,13381057.96,0.22799802652056694
A,12249,792150.77,13388249.51,0.2901875051553463
A,12250,792865.37,13392528.57,0.04191802693107871
A,12251,941302.91,13662065.06,0.7749778274181932
A,12252,941943.39,13662567.36,0.8935530362861402
A,12253,941516.74,13663056.3,0.7981865404039733
A,12254,942300.77,13666187.08,0.7689239232739816
A,12255,942014.66,13679896.35,0.15214368172593218
A,12256,942035.02,13681167.15,0.9607808622876922
A,12257,941333.45,13685899.51,0.1243060187502425
A,12258,925319.49,13659503.41,0.5300295376594182
A,12259,936658.18,13665428.61,0.34084416624385705
A,12260,938928.93,13675163.98,0.08431063645717718
A,12261,933253.43,13676678.7,0.1081527035709291
A,12262,927575.03,13690389.07,0.3229865234981899
A,12263,926166.28,13691981.75,0.4082287525696103
A,12264,925758.2,13693428.52,0.00717112447843038
A,12265,925737.8,13693528.76,0.5992996327824905
A,12266,925441.93,13694576.81,0.8165984760705269
A,12267,947735.98,13698887.06,0.1042310710233727
A,12268,947500.93,13711216.38,0.6724698598780283
A,12269,945964.33,13696336.55,0.30193175253472515
A,12270,945323.15,13696971.39,0.8234196938079199
A,12271,945598.97,13696981.42,0.8614550607897317
A,12272,944997.45,13698028.35,0.6403988990542451
A,12273,946636.0,13698173.14,0.2806323201811063
A,12274,946798.81,13698708.86,0.20052811044463406
A,12275,940712.28,13711940.32,0.7014549128302957
A,12276,953188.94,13723833.05,0.6194295854536757
A,12277,952648.99,13727995.17,0.16644328504244646
A,12278,949891.76,13731830.95,0.5314486998960734
A,12279,946056.94,13721996.46,0.08341102123109889
A,12280,945933.8,13722587.86,0.03998135734935149
A,12281,945201.01,13731764.13,0.060985951050140486
A,12282,940558.5,13732298.73,0.3856890656618864
A,12283,929929.87,13698742.27,0.117294299752847
A,12284,926900.78,13704343.37,0.8317839030712953
A,12285,932407.38,13727198.83,0.5082676696532671
A,12286,934732.29,13732522.6,0.5495665843277181
A,12287,927645.41,13715170.22,0.7496024368428861
A,12288,926247.9,13717575.94,0.8479356117708557
A,12289,927614.81,13722932.01,0.2227536707216028
A,12290,930429.51,13724358.74,0.8139493017160392
A,12291,932060.78,13727153.16,0.7604462943807083
A,12292,930002.27,13729959.84,0.9587052800386808
A,12293,923135.8,13656463.96,0.5635953202276831
A,12294,924707.3,13658645.81,0.0968051446285374
A,12295,924186.9,13658869.68,0.40653811847417054
A,12296,924737.91,13659537.94,0.5849682565649431
A,12297,924810.36,13660774.21,0.6133076326635385
A,12298,924033.84,13668938.07,0.5797606514894114
A,12299,912586.66,13669627.48,0.3993147597692317
A,12300,914895.77,13672312.76,0.3676167167145952
A,12301,914181.65,13672813.95,0.9501263822749528
A,12302,914406.42,13673237.18,0.5364880077804183
A,12303,915243.1,13673804.08,0.8499850676048843
A,12304,924682.81,13691609.76,0.34782410194481195
A,12305,923973.63,13693005.3,0.9260047704240828
A,12306,924035.88,13693474.19,0.4140356313484236
A,12307,911145.7,13689598.31,0.6970015706387028
A,12308,904673.52,13684809.14,0.3956799985007867
A,12309,904746.15,13685343.74,0.0024408882667943392
A,12310,922664.29,13701240.43,0.3694017711565929
A,12311,924666.49,13706861.58,0.6960274203551179
A,12312,924186.9,13712128.55,0.6585421826111074
A,12313,917348.23,13713821.46,0.35285164576376826
A,12314,923147.03,13726362.39,0.11805479471924753
A,12315,950927.23,13735662.29,0.09175780073123453
A,12316,951075.73,13739084.87,0.8120215178218987
A,12317,951540.52,13743983.18,0.8691476172457128
A,12318,947175.32,13746533.69,0.6777439293885348
A,12319,947227.22,13748459.38,0.5755254822199386
A,12320,951130.65,13749712.36,0.3767100674544397
A,12321,946666.52,13736285.99,0.08090814533694235
A,12322,944051.83,13737923.22,0.2751519821342423
A,12323,946147.52,13738603.72,0.17084956808202845
A,12324,945709.9,13739238.57,0.9582907432994242
A,12325,946198.4,13741253.36,0.9861031314673686
A,12326,945904.29,13742779.21,0.2692543846542513
A,12327,942707.01,13737445.41,0.2395222907206181
A,12328,942483.02,13740139.6,0.8475285587522109
A,12329,941953.57,13740697.59,0.5723122661405672
A,12330,941973.93,13742446.2,0.8873490583134019
A,12331,945842.21,13743359.48,0.9894241803640988
A,12332,945526.71,13743458.6,0.7932599949524929
A,12333,945699.72,13745768.54,0.8899265162610914
A,12334,946656.35,13746422.32,0.7034955432077166
A,12335,945933.8,13747301.07,0.6392751457688712
A,12336,944123.09,13744583.5,0.9610931917560732
A,12337,944376.55,13745186.04,0.8986571210134818
A,12338,943633.44,13746789.86,0.8963034680213469
A,12339,943806.5,13747291.05,0.3091533595460661
A,12340,946443.66,13748260.02,0.4124006184592056
A,12341,944671.74,13748382.53,0.845411926469293
A,12342,943837.04,13748916.02,0.5242736478342462
A,12343,945017.81,13750008.62,0.10903732122938314
A,12344,943746.44,13752703.92,0.4902515978033627
A,12345,942005.5,13743125.59,0.3354422946096445
A,12346,952316.47,13762360.22,0.7322978062577702
A,12347,953899.67,13763651.06,0.8728565554093471
A,12348,953500.08,13765949.86,0.05890245616069845
A,12349,953046.59,13766834.19,0.905668475123234
A,12350,952806.61,13767866.64,0.8336486415289589
A,12351,944448.82,13753684.03,0.8862823315062952
A,12352,943420.68,13753906.78,0.43512171349609374
A,12353,941607.37,13754696.44,0.9133909140415832
A,12354,943704.7,13756100.89,0.3591188957955196
A,12355,944031.47,13756779.17,0.968422667831201
A,12356,942839.36,13757069.86,0.14026087113341726
A,12357,940101.23,13760487.99,0.33484676068510466
A,12358,927432.22,13745832.02,0.4598888190334692
A,12359,931255.38,13749652.22,0.8981952919031202
A,12360,933764.08,13759552.43,0.7572641619268204
A,12361,939590.98,13763551.94,0.26071883713776955
A,12362,927524.03,13764441.83,0.5726051501672359
A,12363,934700.7,13766926.63,0.030894281001994883
A,12364,949464.52,13773574.66,0.2871787019843224
A,12365,940344.64,13785882.82,0.3833111294876153
A,12366,913036.28,13738581.45,0.7633069236321839
A,12367,923982.82,13739494.73,0.7794161127371033
A,12368,921299.62,13741910.48,0.6541668848645666
A,12369,917225.67,13742312.54,0.07835026900098851
A,12370,915733.43,13750052.06,0.9211010162507236
A,12371,922778.6,13754986.01,0.9228002430681514
A,12372,924829.74,13754998.26,0.6779315015109472
A,12373,917521.84,13756980.76,0.44589079369299867
A,12374,924176.7,13764765.94,0.2791965272013709
A,12375,909633.94,13764419.56,0.1518740013838119
A,12376,917419.72,13789057.03,0.30079728918644355
A,12377,924278.74,13789079.31,0.08048036490560095
A,12378,904797.29,13776137.42,0.8784441972116037
A,12379,904182.53,13777328.03,0.4329084651127941
A,12380,910103.13,13782597.23,0.451345162254624
A,12381,906443.91,13787040.01,0.18418010808975527
A,12382,904192.76,13790816.77,0.2792114381099328
A,12383,903016.31,13789825.53,0.9616722386992668
A,12384,904326.77,13793010.88,0.22621037617043915
A,12385,904284.83,13793523.21,0.2389522004716499
A,12386,905123.57,13803935.74,0.9185314657370014
A,12387,907312.09,13806721.26,0.4618434506607
A,12388,904255.16,13807378.38,0.034817258581569144
A,12389,904264.37,13807845.04,0.08909339097439473
A,12390,897319.89,13800506.48,0.4524322462802046
A,12391,902361.52,13806074.16,0.2545553013109303
A,12392,903129.87,13806085.3,0.5893778647079455
A,12393,902934.47,13806153.24,0.29398360238681603
A,12394,902064.8,13807066.52,0.7567805978263346
A,12395,902555.92,13808971.05,0.4419489905066463
A,12396,902740.08,13809082.43,0.10823361779573347
A,12397,901349.55,13809427.69,0.5720527723837967
A,12398,901276.9,13809672.72,0.21501045614796327
A,12399,900724.3,13810062.54,0.5936411007332629
A,12400,900704.86,13810183.94,0.9057938126881848
A,12401,900079.56,13810485.76,0.5601567567616719
A,12402,924376.7,13705598.58,0.6634744230615487
A,12403,925689.85,13694821.84,0.7773307258750313
A,12404,926446.83,13695955.65,0.5656709237321754
A,12405,926478.45,13707999.84,0.47097948635778897
A,12406,1096369.97,13225542.6,0.32962360990395445
A,12407,961849.68,13569688.73,0.2839075725359301
A,12408,961013.68,13567027.96,0.8451727818720646
A,12409,961736.93,13567147.13,0.6494832448963948
A,12410,960665.24,13571105.43,0.1145386633119776
A,12411,962294.57,13567653.89,0.5335051396829719
A,12412,960226.36,13570411.56,0.8679013335678837
A,12413,959703.13,13566924.38,0.9255291103844304
A,12414,962172.68,13571255.79,0.9859235604682424
A,12415,962046.73,13565674.74,0.59561528247229
A,12416,959735.64,13569273.3,0.6347628953410102
A,12417,959868.74,13572945.36,0.6423766149887694
A,12418,958936.01,13564617.78,0.7737241631303475
A,12419,958445.22,13565058.83,0.3198753116876163
A,12420,958216.58,13564249.13,0.787854859000134
A,12421,960310.68,13570972.89,0.7870671360739063
A,12422,958276.53,13566701.63,0.3679664803555155
A,12423,960972.03,13563436.08,0.5392727170101449
A,12424,958868.95,13567711.8,0.4378176551322438
A,12425,958255.19,13568346.65,0.8098194558778565
A,12426,963411.75,13569121.82,0.7070708983467919
A,12427,960682.51,13560572.61,0.04963905424582804
A,12428,960271.06,13561080.48,0.24939036108668866
A,12429,961221.93,13568093.82,0.5376877119961705
A,12430,959414.58,13562395.83,0.2208923686779396
A,12431,963495.02,13569942.67,0.13971794790264258
A,12432,892738.17,13373804.04,0.6833468918565337
A,12433,892499.48,13372991.0,0.8300226638199583
A,12434,681286.57,12963311.27,0.1774993189811377
A,12435,797421.17,13359816.34,0.09499968673277803
A,12436,876436.44,13381784.13,0.7495114105212891
A,12437,740400.02,13292726.81,0.2918736863461308
A,12438,739967.81,13304518.18,0.4774604256939384
A,12439,738502.93,13305422.55,0.7504821911178878
A,12440,738072.7,13300484.14,0.9609930066834224
A,12441,738193.84,13303619.37,0.9519609461987676
A,12442,739287.09,13305008.23,0.6801407175138859
A,12443,738437.14,13303329.8,0.2882362229407821
A,12444,736261.75,13298021.62,0.6505414760637694
A,12445,787530.74,13450336.03,0.6486735455780469
A,12446,795347.85,13450497.53,0.06945078234447287
A,12447,791036.72,13449144.31,0.9214328418742824
A,12448,796106.75,13454507.06,0.30205116841602075
A,12449,792093.72,13446598.25,0.9254626142092616
A,12450,788256.13,13460773.07,0.5172523199058102
A,12451,792644.46,13450983.12,0.24995487983723155
A,12452,792425.62,13453200.62,0.4826513113914408
A,12453,789044.76,13458553.35,0.19655688942996552
A,12454,796591.91,13454409.05,0.5627911992993294
A,12455,791807.44,13453235.15,0.5983676014458938
A,12456,791435.06,13455452.64,0.4164930363498116
A,12457,794124.33,13460281.9,0.00361925946914754
A,12458,702258.45,13228207.83,0.7560135789125844
A,12459,879802.42,13399273.5,0.9781479045006384
A,12460,879546.94,13400583.28,0.3619359579703833
A,12461,881057.12,13401501.02,0.3486293979008641
A,12462,881689.01,13401121.22,0.4057089027468168
A,12463,878072.4,13400836.1,0.8638374513344879
A,12464,808980.5,13448877.01,0.7475374392464943
A,12465,805523.77,13451394.1,0.4587987828472268
A,12466,803148.02,13449876.05,0.6530798461302394
A,12467,1059882.42,13458771.64,0.11685200081278713
A,12468,795986.49,13455824.64,0.4535880703672481
A,12469,803468.07,13448734.44,0.5512664352301346
A,12470,802149.46,13448232.14,0.03228107413345671
A,12471,793270.87,13460763.05,0.5299445908796491
A,12472,794454.08,13459800.76,0.8154386218718859
A,12473,1007310.66,13261010.28,0.151260646039448
A,12474,1007487.44,13261593.89,0.18770934501411307
A,12475,1007334.9,13261844.48,0.6357253485310836
A,12476,1008030.88,13261071.53,0.03683825114202521
A,12477,1006704.54,13260232.87,0.8631967705889871
A,12478,994609.23,13279351.67,0.4564451954507145
A,12479,1004669.67,13232509.17,0.8381520096745807
A,12480,1010556.69,13228157.71,0.9674725364375848
A,12481,1008775.27,13254364.47,0.7873413532211679
A,12482,1009680.16,13249614.29,0.4164142390512302
A,12483,1007136.91,13261354.43,0.6212043115116638
A,12484,1007342.99,13257666.77,0.3749741173632223
A,12485,1007626.84,13257730.25,0.1756135169433406
A,12486,1055070.85,13646104.88,0.26866292605021125
A,12487,1064828.66,13682685.2,0.3741720276095621
A,12488,1065726.48,13667603.78,0.7881188504103711
A,12489,1064464.49,13679582.27,0.2003080670076035
A,12490,1053257.76,13647435.83,0.04993490542162615
A,12491,1051623.13,13658703.73,0.8212633336701539
A,12492,1052209.9,13628521.96,0.30678417038715666
A,12493,1061381.96,13636956.46,0.7034769697854927
A,12494,1065229.93,13677486.17,0.7978584636770659
A,12495,1073484.81,13629348.37,0.08638756968267736
A,12496,1073080.93,13627805.81,0.35635098242090724
A,12497,1056474.85,13655539.54,0.20661456642444892
A,12498,1047997.06,13615971.01,0.5824956468278217
A,12499,1059408.62,13603041.37,0.8107588942900151
A,12500,1049902.75,13665327.26,0.510995111108279
A,12501,1066447.67,13624531.36,0.6941546150476327
A,12502,1051062.43,13639826.62,0.4996134676282656
A,12503,1052097.37,13619327.88,0.5844069692976491
A,12504,1041793.51,13619668.69,0.980089713190708
A,12505,1041522.9,13645428.83,0.9801915507298968
A,12506,1064492.58,13642858.27,0.5701931480386909
A,12507,1061841.6,13685780.34,0.3629827185297861
A,12508,1060892.18,13614514.21,0.032132557004257656
A,12509,1055059.8,13626962.7,0.35866329076188463
A,12510,1063662.86,13643715.87,0.174695764984641
A,12511,1062678.52,13642240.14,0.9377380054871356
A,12512,1071498.29,13646831.05,0.9220835641131352
A,12513,1065654.25,13613290.19,0.6830637132540492
A,12514,1047200.88,13635656.7,0.4946340543809419
A,12515,1061903.82,13630324.02,0.2060844241168496
A,12516,1066884.97,13664108.81,0.2817986707896029
A,12517,1063057.82,13677815.84,0.4450775194860575
A,12518,1049253.5,13644654.77,0.4143615520238561
A,12519,1056847.4,13643246.98,0.8498214744226565
A,12520,1072059.61,13619536.15,0.6601765739309432
A,12521,1070981.03,13615849.61,0.7052628162752449
A,12522,1055120.06,13669305.61,0.32445536740616643
A,12523,1062877.21,13662592.98,0.15858269525413082
A,12524,1070942.94,13645301.86,0.9517060534453218
A,12525,1071578.48,13645432.17,0.2841562332154033
A,12526,1071572.46,13645433.29,0.7819802297655384
A,12527,1055280.76,13644657.0,0.754752090374133
A,12528,1066705.44,13671283.64,0.5923221128373499
A,12529,1069638.63,13651898.66,0.9988392572350638
A,12530,1058293.26,13608759.41,0.4005747307690455
A,12531,1068907.68,13642887.23,0.1365868926279592
A,12532,1062166.75,13622522.14,0.10129471470356087
A,12533,1053862.5,13625298.74,0.9407393065107759
A,12534,1067548.9,13617277.44,0.2022000945580168
A,12535,1046523.27,13639888.99,0.8823508665165216
A,12536,1057930.82,13675074.88,0.4669958235705914
A,12537,1070501.84,13648206.55,0.889344940570957
A,12538,1064160.5,13677155.38,0.8546242036555759
A,12539,1072183.9,13620412.68,0.4628276075585442
A,12540,1073099.97,13649313.62,0.8711546827428697
A,12541,1044754.57,13631647.17,0.2262201120832664
A,12542,1076072.99,13644499.96,0.6621617429895612
A,12543,1066483.78,13670184.36,0.7552037699600122
A,12544,1065666.29,13678382.75,0.4700464169307744
A,12545,1054231.15,13697748.8,0.5802539311000255
A,12546,1040784.45,13630907.63,0.3416967541007193
A,12547,1067103.61,13668414.6,0.403778673774549
A,12548,1073558.97,13646621.67,0.9420756552263124
A,12549,1073552.95,13646632.8,0.338538257438038
A,12550,1059069.31,13694380.79,0.030874362834625742
A,12551,1055839.16,13696734.16,0.8475226272596018
A,12552,1072515.66,13649786.97,0.7791088850370079
A,12553,1044705.3,13652503.43,0.4556709432044188
A,12554,1063491.29,13614869.5,0.022677482952753958
A,12555,1046398.6,13634786.86,0.4692413959997854
A,12556,1070572.02,13642220.09,0.2426161912827919
A,12557,1065350.31,13674974.64,0.02484973282608749
A,12558,1057392.64,13612237.68,0.5329754421522231
A,12559,1059705.75,13667463.45,0.8359087441548941
A,12560,1062676.52,13678683.46,0.6544092812753093
A,12561,1063716.04,13678579.88,0.008932128385893301
A,12562,1071844.11,13615627.97,0.17439107728463574
A,12563,1052745.4,13666977.85,0.16313695838971032
A,12564,1071616.57,13650761.51,0.35374170610820355
A,12565,1073388.6,13644465.43,0.3161616360266544
A,12566,1064923.96,13674973.53,0.9782823968420388
A,12567,1064685.2,13675246.4,0.2055059634431059
A,12568,1065695.38,13674857.7,0.6239302398301912
A,12569,1073997.9,13629764.92,0.9810633518370626
A,12570,1066725.5,13671217.93,0.7353088704093514
A,12571,1057096.42,13643137.83,0.3478962320030408
A,12572,1071332.89,13645088.02,0.26855971043285803
A,12573,1065210.87,13681521.32,0.5744839321787859
A,12574,1065646.23,13674863.27,0.8499041084681122
A,12575,803285.78,13466277.27,0.3107136472138752
A,12576,802921.18,13465392.95,0.273645321080331
A,12577,804284.2,13465734.87,0.2505560281701179
A,12578,804747.12,13465581.17,0.4820404085568757
A,12579,1011457.35,13649940.67,0.2409059586468022
A,12580,1005461.86,13497419.1,0.9343720910059908
A,12581,653643.73,13409020.01,0.07076760625632939
A,12582,655769.17,13412698.75,0.951484766589506
A,12583,1040170.71,13150859.46,0.3727957419159138
A,12584,1040943.42,13152521.19,0.6874728828758604
A,12585,1035373.92,13155826.83,0.661331656497479
A,12586,744092.68,13445817.51,0.05576014250404093
A,12587,744144.85,13445909.95,0.21510910873641945
A,12588,745892.46,13446124.91,0.035514710492743566
A,12589,743063.75,13451267.13,0.00945142161158774
A,12590,553388.22,13174621.52,0.8207370700374134
A,12591,552934.9,13174500.12,0.33932400529259665
A,12592,552989.43,13172784.93,0.9538104606413768
A,12593,555910.94,13164691.24,0.4713664739550142
A,12594,1054674.11,13646271.95,0.06045684018750186
A,12595,689435.73,13465278.23,0.022010906026938004
A,12596,1037592.5,13647369.0,0.8438620675193491
A,12597,555325.23,13179393.98,0.4176033684157735
A,12598,556236.91,13179049.83,0.5346040424188774
A,12599,930788.41,13635182.24,0.48861340056273705
A,12600,930349.98,13630120.21,0.8558834335290194
A,12601,937706.53,13634189.88,0.8335227125590676
A,12602,930133.81,13629479.79,0.013634240771621007
A,12603,930926.06,13629020.93,0.6665626285181452
A,12604,985393.44,13223653.67,0.19716488834005466
A,12605,1041639.59,13675331.05,0.963895404184587
A,12606,972625.76,13629909.71,0.21845231949580124
A,12607,972984.86,13627272.32,0.943757423279963
A,12608,975438.26,13625669.62,0.4754478331003017
A,12609,974862.25,13629029.84,0.11688259839193806
A,12610,1004018.9,13513567.5,0.3468560215258177
A,12611,903761.08,13392514.09,0.4659316375317626
A,12612,996251.08,13251055.49,0.35253119764895297
A,12613,1061534.5,13677251.17,0.0521117804279192
A,12614,1007404.61,13658080.03,0.9422199175119064
A,12615,1007177.32,13658132.37,0.24269287492083946
A,12616,1039534.79,13618977.04,0.6401277047156488
A,12617,959410.52,13179463.03,0.6483784884455304
A,12618,1050792.12,13674794.21,0.6084590563606898
A,12619,1037153.66,13649105.35,0.8248416862431336
A,12620,980136.11,13154531.52,0.2855980310754137
A,12621,981863.93,13153467.88,0.5863303672727959
A,12622,977884.84,13148685.4,0.9294957953277057
A,12623,937036.17,13772834.01,0.9610487860895256
A,12624,994639.59,13632579.39,0.12789764645101964
A,12625,990869.09,13283881.33,0.6215189525311521
A,12626,992275.89,13286591.11,0.13689498676518352
A,12627,989761.7,13286083.23,0.8820133321697152
A,12628,992371.02,13279964.24,0.6667069737449324
A,12629,993249.38,13279398.45,0.8400355373560726
A,12630,992634.13,13278218.97,0.11487764431127401
A,12631,992166.59,13276900.28,0.1906215317328253
A,12632,989500.52,13293182.33,0.13835748956294106
A,12633,991380.22,13293075.41,0.1999051662117819
A,12634,992918.49,13286047.59,0.8007729537802006
A,12635,1061815.51,13666017.79,0.5090251831106182
A,12636,1016362.83,13528793.71,0.8118215241627935
A,12637,928523.57,13780466.6,0.1620332008101868
A,12638,547270.43,13167717.32,0.740500319995977
A,12639,908015.57,13451153.53,0.8108235743254009
A,12640,803876.15,13478735.78,0.3707356212644512
A,12641,908138.26,13450498.64,0.03517636248207323
A,12642,803139.74,13362694.29,0.2992423695304781
A,12643,800961.17,13361424.61,0.2038177117644457
A,12644,937127.87,13356412.69,0.8231514666771823
A,12645,952241.21,13534448.26,0.11570561149384705
A,12646,908470.54,13453014.62,0.026701268053909263
A,12647,981260.0,13154338.84,0.10689608034312337
A,12648,982810.28,13153698.43,0.03004232087453307
A,12649,966907.55,13135475.1,0.9028808723822946
A,12650,946680.77,13117313.02,0.18108091043142985
A,12651,950303.73,13192310.25,0.13990584214967594
A,12652,901403.79,13452719.48,0.7124821678527775
A,12653,1013944.77,13681471.2,0.22300583610238345
A,12654,928978.43,13633268.8,0.004632980673288546
A,12655,912410.9,13586605.62,0.044821579956304536
A,12656,927463.85,13628793.72,0.2785156090413018
A,12657,936875.2,13619736.63,0.5531433604295443
A,12658,931679.5,13621787.06,0.4438615320913092
A,12659,927765.76,13644898.68,0.7213190974855457
A,12660,907821.3,13446560.39,0.4059796482419784
A,12661,908563.58,13454638.48,0.6656464412348249
A,12662,906383.58,13447161.82,0.9483489309465596
A,12663,929614.77,13425002.46,0.5767039636613919
A,12664,929463.85,13425296.49,0.1452434631435272
A,12665,933245.28,13416067.88,0.6956690519279867
A,12666,930155.22,13438439.96,0.8684724404691544
A,12667,921412.92,13445600.32,0.6574170505627921
A,12668,915676.23,13438623.74,0.0015662315566311589
A,12669,918452.16,13448715.51,0.5994701421326357
A,12670,915341.17,13439867.8,0.6073034117818531
A,12671,912908.55,13478445.09,0.03855002785163797
A,12672,914192.89,13472715.91,0.4699712047792709
A,12673,914324.69,13472688.07,0.06881835017114424
A,12674,913680.0,13471619.97,0.554940446820395
A,12675,910324.94,13458273.79,0.8219528822923672
A,12676,910481.33,13476787.82,0.859891926732001
A,12677,913331.58,13473670.41,0.06473110560387317
A,12678,913488.93,13473379.71,0.4607996136044875
A,12679,915880.52,13471146.63,0.6883044287022967
A,12680,909379.39,13444903.11,0.2265100739131072
A,12681,897806.18,13452429.9,0.6839121478860071
A,12682,995573.34,13573493.33,0.8216655850184428
A,12683,904268.46,13378548.66,0.4714293249034114
A,12684,542616.82,13220908.25,0.9402117158933913
A,12685,542645.73,13220201.01,0.7516375938898888
A,12686,557386.77,13135772.47,0.5431536232129199
A,12687,555609.54,13133259.83,0.4769053149723567
A,12688,998384.09,13667260.74,0.8446955366690551
A,12689,998053.41,13665178.01,0.13187752800397967
A,12690,1002847.57,13648164.22,0.8748557793678935
A,12691,998760.27,13664328.22,0.19595167179907136
A,12692,999186.99,13663094.17,0.8923766267597674
A,12693,998551.96,13648217.68,0.8525317230826484
A,12694,1003145.72,13662108.49,0.16020036685851735
A,12695,1001028.1,13644364.08,0.45447495948902206
A,12696,999532.8,13647421.35,0.8183897882703115
A,12697,1000027.22,13647273.22,0.2093408564958784
A,12698,1004800.03,13655322.36,0.499702791178428
A,12699,1002777.83,13656334.76,0.8913465807483849
A,12700,1000989.68,13651818.47,0.3815807353398271
A,12701,1002938.53,13650036.45,0.0059155873774953145
A,12702,1002207.77,13653302.0,0.830747679688455
A,12703,1003503.49,13652925.55,0.8002452584152581
A,12704,1002446.31,13641446.03,0.5894992618337372
A,12705,1000132.36,13643312.69,0.9654229725500412
A,12706,1002794.0,13651880.84,0.7567692296856126
A,12707,999656.15,13646250.79,0.4972821452630106
A,12708,997530.55,13665429.72,0.3848663483761943
A,12709,1000402.31,13643614.52,0.12581734106229847
A,12710,1028016.34,13528244.62,0.3860253058305809
A,12711,1003430.73,13656136.51,0.5338883208614794
A,12712,999264.85,13663752.4,0.08461739495471399
A,12713,983902.4,13568402.34,0.6414095627535505
A,12714,980695.54,13567712.92,0.1689408534358613
A,12715,979685.1,13568914.67,0.2241399652524773
A,12716,979596.92,13565738.22,0.7358608613178781
A,12717,978975.58,13564505.29,0.16078776272534978
A,12718,979081.0,13564076.49,0.2446927655639225
A,12719,977796.64,13565261.53,2.272066404906959e-05
A,12720,976788.89,13565800.59,0.9643320105300132
A,12721,976264.68,13565935.36,0.2348000496566345
A,12722,976126.78,13564674.58,0.7511903188077346
A,12723,975994.96,13563702.27,0.7165637320420478
A,12724,974916.0,13561595.04,0.4720837078100168
A,12725,979636.45,13569203.13,0.2102144786212895
A,12726,984618.58,13570114.18,0.7495963687137508
A,12727,982494.17,13570478.38,0.4796293793800334
A,12728,981904.46,13571127.71,0.4455687134744911
A,12729,983205.41,13571621.1,0.3191936338969749
A,12730,985205.05,13571762.55,0.6582640235314924
A,12731,980667.16,13572435.26,0.7427564004081576
A,12732,978643.11,13577532.94,0.8546922143817898
A,12733,978590.39,13576829.04,0.4535964486388832
A,12734,975522.42,13577030.63,0.2403824369638067
A,12735,982989.61,13577240.02,0.09753218812995967
A,12736,978492.07,13581726.24,0.05738322511148819
A,12737,978705.95,13581941.2,0.1804021882427296
A,12738,909423.35,13449323.62,0.5317955533197466
A,12739,913752.54,13479533.24,0.2023453523465988
A,12740,913609.5,13480277.23,0.421749729257864
A,12741,914216.39,13459206.01,0.14070672124878525
A,12742,912351.63,13475602.78,0.8409195593025285
A,12743,544747.04,13220840.31,0.5229664860574467
A,12744,970867.6,13685760.29,0.17933784595100274
A,12745,987459.39,13538493.44,0.7132180904354916
A,12746,1022939.29,13493451.89,0.24371913013529325
A,12747,1026475.51,13491407.03,0.09557446617616104
A,12748,930598.77,13423944.38,0.18797421328027086
A,12749,927933.04,13419228.73,0.8358841187363011
A,12750,922983.74,13428095.37,0.34470643267950674
A,12751,923002.11,13416789.59,0.0264687226858642
A,12752,920255.29,13438363.12,0.026732261273552105
A,12753,922498.95,13445456.65,0.6655171721352874
A,12754,891916.58,13444603.51,0.3827066776632633
A,12755,900763.19,13425848.91,0.6660883401333796
A,12756,886821.32,13436463.04,0.6109347482886118
A,12757,891109.26,13431916.68,0.4489693808636212
A,12758,901388.44,13452073.5,0.2271045283179469
A,12759,901162.29,13455806.82,0.574275589201924
A,12760,901939.97,13448707.71,0.4748834131361529
A,12761,895891.58,13448908.19,0.7088384784290447
A,12762,901448.81,13450680.18,0.4482118663502663
A,12763,897289.18,13449324.74,0.08978797212983057
A,12764,902298.08,13448968.33,0.2783407947402388
A,12765,895852.67,13453052.49,0.3317706580491626
A,12766,902882.29,13444270.5,0.1999779360352325
A,12767,897987.37,13451554.48,0.8114756814076901
A,12768,901892.9,13447289.9,0.03763433189560972
A,12769,897351.63,13452113.59,0.9458053665833026
A,12770,1049840.44,13148580.71,0.7666832101374221
A,12771,772223.99,13430601.33,0.9464264203539684
A,12772,1050517.78,13608870.79,0.9650394031682218
A,12773,1051380.97,13604474.78,0.5680933703396156
A,12774,911867.23,13363903.84,0.5221056895095758
A,12775,912453.82,13362367.96,0.9811670899358031
A,12776,910554.93,13363100.82,0.3850855849910773
A,12777,912208.56,13358665.83,0.3638127384565052
A,12778,907788.58,13364627.78,0.905595510141788
A,12779,908717.96,13365876.3,0.6011769843402767
A,12780,910250.33,13361784.35,0.3108508040366613
A,12781,946895.49,13345594.74,0.2672175679888109
A,12782,944685.99,13313033.98,0.2481357553589308
A,12783,540064.07,13257045.29,0.7046656567408304
A,12784,806291.03,13358348.4,0.4632427835101631
A,12785,807804.61,13353081.43,0.9586026775748911
A,12786,1041251.27,13674375.44,0.886593287758592
A,12787,1033886.81,13669744.43,0.042811267055126064
A,12788,1038466.08,13699001.78,0.9054282679960244
